ticket_id,customer_id,ticket_date,issue_category,channel,resolution_time_hours,satisfaction_score,ticket_text
TIX103079,CUST002270,2024-10-25,Delivery Delay,Email,6.7,3.0,"I can't log into my account, it says my password is invalid."
TIX103080,CUST005862,2025-10-01,Return Request,Live Chat,7.0,5.0,  the delivery guy left my package outside in the rain!!  
TIX103081,CUST001215,2025-07-23,Return Request,Phone,13.2,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103082,CUST005212,2026-04-03,Damaged Item,Email,5.6,4.0,"I can't log into my account, it says my password is invalid."
TIX103083,CUST005073,2025-02-25,Return Request,Social Media,10.6,5.0,When will my refund for the returned item be processed?
TIX103084,CUST005049,2025-02-05,Refund Status,Email,19.4,,"I can't log into my account, it says my password is invalid."
TIX103085,CUST001619,2025-11-03,Product Question,Social Media,82.6,3.0,"I can't log into my account, it says my password is invalid."
TIX103086,CUST000791,2026-01-24,Wrong Item Shipped,Social Media,5.5,4.0,"I was charged twice for order ORD103956, please refund the duplicate charge."
TIX103087,CUST003559,2024-11-28,Account Access,Email,5.5,4.0,"I was charged twice for order ORD107237, please refund the duplicate charge."
TIX103088,CUST004556,2025-03-06,Billing Issue,Phone,9.0,,"Wrong item was shipped to me, I ordered a different color."
TIX103089,CUST001557,2025-08-16,Account Access,Social Media,19.4,5.0,When will my refund for the returned item be processed?
TIX103090,CUST005276,2025-01-19,Return Request,Live Chat,46.9,5.0,"I can't log into my account, it says my password is invalid."
TIX103091,CUST002916,2025-08-20,Return Request,Live Chat,53.6,,"I want to return this item, it doesn't fit as expected."
TIX103092,CUST003879,2024-12-14,Refund Status,Phone,7.4,2.0,"I was charged twice for order ORD101250, please refund the duplicate charge."
TIX103093,CUST004777,2026-02-05,Refund Status,Phone,9.7,4.0,When will my refund for the returned item be processed?
TIX103094,CUST000917,2025-01-28,Product Question,Social Media,10.3,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103095,CUST003494,2026-02-26,Refund Status,Live Chat,7.7,5.0,"I can't log into my account, it says my password is invalid."
TIX103096,CUST003099,2025-12-27,Product Question,Live Chat,6.8,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103097,CUST005737,2025-08-30,Damaged Item,Phone,1.3,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103098,CUST004489,2025-06-06,Wrong Item Shipped,Live Chat,14.2,3.0,"I was charged twice for order ORD125272, please refund the duplicate charge."
TIX103099,CUST002346,2026-02-16,Account Access,Social Media,19.5,,Can you tell me the warranty period on this product?
TIX103100,CUST002713,2025-01-29,Damaged Item,Social Media,86.0,4.0,Can you tell me the warranty period on this product?
TIX103101,CUST001387,2024-11-29,Wrong Item Shipped,Phone,17.4,,"I can't log into my account, it says my password is invalid."
TIX103102,CUST004640,2025-05-19,Account Access,Email,17.0,4.0,When will my refund for the returned item be processed?
TIX103103,CUST005884,2025-03-21,Damaged Item,Email,8.3,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103104,CUST003600,2025-01-23,Billing Issue,Email,1.1,1.0,"I can't log into my account, it says my password is invalid."
TIX103105,CUST005667,2026-05-06,Damaged Item,Social Media,17.1,3.0,"The item I received was damaged during shipping, need a replacement."
TIX103106,CUST004616,2025-10-14,Wrong Item Shipped,Phone,2.4,,My order ORD127906 still hasn't arrived and it's been over a week.
TIX103107,CUST002300,2026-05-07,Product Question,Email,24.5,3.0,"Great service, just wanted to confirm my order status."
TIX103108,CUST005266,2025-03-29,Refund Status,Email,25.3,3.0,My order ORD109019 still hasn't arrived and it's been over a week.
TIX103109,CUST004606,2026-02-20,Product Question,Email,2.0,5.0,"I can't log into my account, it says my password is invalid."
TIX103110,CUST003202,2024-12-18,Billing Issue,Live Chat,5.9,3.0,When will my refund for the returned item be processed?
TIX103111,CUST001510,2025-04-12,Delivery Delay,Phone,30.9,3.0,  the delivery guy left my package outside in the rain!!  
TIX103112,CUST001770,2025-12-26,Wrong Item Shipped,Phone,58.9,3.0,"Great service, just wanted to confirm my order status."
TIX103113,CUST004504,2025-08-06,Delivery Delay,Email,23.6,5.0,When will my refund for the returned item be processed?
TIX103114,CUST005325,2025-12-18,Billing Issue,Email,9.2,3.0,"I want to return this item, it doesn't fit as expected."
TIX103115,CUST003223,2026-03-09,Billing Issue,Phone,31.6,3.0,"I want to return this item, it doesn't fit as expected."
TIX103116,CUST003111,2024-09-15,Product Question,Email,6.2,1.0,My order ORD103150 still hasn't arrived and it's been over a week.
TIX103117,CUST004081,2025-02-21,Wrong Item Shipped,Live Chat,36.2,4.0,"I can't log into my account, it says my password is invalid."
TIX103118,CUST003851,2026-04-15,Billing Issue,Social Media,0.8,5.0,"I was charged twice for order ORD116983, please refund the duplicate charge."
TIX103119,CUST005602,2025-02-08,Account Access,Phone,89.1,1.0,"I can't log into my account, it says my password is invalid."
TIX103120,CUST004364,2025-12-14,Product Question,Social Media,2.1,5.0,"Great service, just wanted to confirm my order status."
TIX103121,CUST002540,2026-01-26,Product Question,Phone,44.4,4.0,My order ORD123082 still hasn't arrived and it's been over a week.
TIX103122,CUST004304,2025-11-12,Account Access,Social Media,34.5,5.0,"I want to return this item, it doesn't fit as expected."
TIX103123,CUST000861,2026-05-17,Refund Status,Email,6.2,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103124,CUST000849,2025-09-23,Damaged Item,Live Chat,11.2,1.0,My order ORD108890 still hasn't arrived and it's been over a week.
TIX103125,CUST000375,2026-01-02,Return Request,Social Media,4.3,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103126,CUST002162,2025-06-23,Billing Issue,Social Media,11.8,4.0,"I can't log into my account, it says my password is invalid."
TIX103127,CUST005014,2024-10-22,Delivery Delay,Email,3.6,4.0,When will my refund for the returned item be processed?
TIX103128,CUST000366,2025-12-09,Account Access,Live Chat,6.2,3.0,"The item I received was damaged during shipping, need a replacement."
TIX103129,CUST005902,2026-06-07,Refund Status,Live Chat,0.7,3.0,"Great service, just wanted to confirm my order status."
TIX103130,CUST004824,2025-06-30,Return Request,Social Media,14.4,4.0,Can you tell me the warranty period on this product?
TIX103131,CUST000910,2025-03-01,Return Request,Phone,23.1,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103132,CUST000639,2025-12-09,Account Access,Phone,4.1,5.0,"Great service, just wanted to confirm my order status."
TIX103133,CUST004791,2024-10-22,Product Question,Social Media,17.0,4.0,"Great service, just wanted to confirm my order status."
TIX103134,CUST004090,2025-08-14,Damaged Item,Social Media,0.9,3.0,"I was charged twice for order ORD114362, please refund the duplicate charge."
TIX103135,CUST000299,2025-09-18,Refund Status,Social Media,1.6,5.0,  the delivery guy left my package outside in the rain!!  
TIX103136,CUST005808,2025-06-16,Product Question,Email,14.2,3.0,"I want to return this item, it doesn't fit as expected."
TIX103137,CUST005946,2024-09-17,Delivery Delay,Live Chat,1.1,5.0,"Great service, just wanted to confirm my order status."
TIX103138,CUST003489,2024-10-22,Damaged Item,Phone,11.0,3.0,"Great service, just wanted to confirm my order status."
TIX103139,CUST001254,2026-06-03,Damaged Item,Live Chat,1.2,4.0,My order ORD104829 still hasn't arrived and it's been over a week.
TIX103140,CUST002983,2025-06-05,Return Request,Live Chat,7.7,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX103141,CUST000445,2025-06-26,Refund Status,Email,38.3,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103142,CUST000978,2025-01-13,Account Access,Live Chat,24.7,5.0,"Great service, just wanted to confirm my order status."
TIX103143,CUST005178,2026-03-07,Product Question,Phone,9.6,4.0,"I can't log into my account, it says my password is invalid."
TIX103144,CUST002848,2025-05-12,Product Question,Phone,7.8,3.0,  the delivery guy left my package outside in the rain!!  
TIX103145,CUST002623,2026-04-26,Damaged Item,Email,8.2,5.0,"I was charged twice for order ORD124183, please refund the duplicate charge."
TIX103146,CUST004922,2025-06-24,Billing Issue,Social Media,2.5,5.0,"I can't log into my account, it says my password is invalid."
TIX103147,CUST001787,2026-05-03,Billing Issue,Social Media,8.9,2.0,"I was charged twice for order ORD119648, please refund the duplicate charge."
TIX103148,CUST000230,2026-05-31,Account Access,Social Media,15.9,,"Great service, just wanted to confirm my order status."
TIX103149,CUST000006,2025-05-27,Damaged Item,Live Chat,33.9,4.0,"I was charged twice for order ORD114992, please refund the duplicate charge."
TIX103150,CUST005481,2026-06-11,Refund Status,Email,20.7,1.0,"I was charged twice for order ORD121847, please refund the duplicate charge."
TIX103151,CUST002890,2025-12-03,Product Question,Email,18.3,2.0,"The item I received was damaged during shipping, need a replacement."
TIX103152,CUST003054,2026-03-28,Return Request,Social Media,1.3,,"Great service, just wanted to confirm my order status."
TIX103153,CUST000327,2025-09-24,Return Request,Social Media,2.8,3.0,My order ORD120101 still hasn't arrived and it's been over a week.
TIX103154,CUST004630,2026-02-13,Product Question,Live Chat,1.8,5.0,"I can't log into my account, it says my password is invalid."
TIX103155,CUST002015,2025-12-03,Refund Status,Phone,3.8,5.0,When will my refund for the returned item be processed?
TIX103156,CUST005748,2025-05-15,Delivery Delay,Live Chat,26.8,5.0,"I can't log into my account, it says my password is invalid."
TIX103157,CUST005799,2024-10-07,Billing Issue,Phone,17.4,,"I want to return this item, it doesn't fit as expected."
TIX103158,CUST000693,2025-03-20,Billing Issue,Live Chat,10.5,4.0,"Great service, just wanted to confirm my order status."
TIX103159,CUST003668,2025-02-12,Account Access,Phone,0.2,5.0,"I can't log into my account, it says my password is invalid."
TIX103160,CUST001112,2025-01-01,Refund Status,Email,19.9,4.0,When will my refund for the returned item be processed?
TIX103161,CUST004557,2025-04-20,Delivery Delay,Email,14.0,3.0,"I can't log into my account, it says my password is invalid."
TIX103162,CUST004983,2025-09-18,Wrong Item Shipped,Email,1.6,3.0,"I can't log into my account, it says my password is invalid."
TIX103163,CUST002060,2025-11-24,Damaged Item,Phone,21.7,5.0,  the delivery guy left my package outside in the rain!!  
TIX103164,CUST005782,2025-03-17,Account Access,Social Media,5.7,4.0,"I can't log into my account, it says my password is invalid."
TIX103165,CUST005837,2025-07-13,Billing Issue,Social Media,11.9,5.0,"I want to return this item, it doesn't fit as expected."
TIX103166,CUST005032,2026-03-20,Billing Issue,Phone,6.9,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103167,CUST004134,2024-12-09,Damaged Item,Live Chat,7.0,3.0,My order ORD116902 still hasn't arrived and it's been over a week.
TIX103168,CUST004404,2025-08-31,Refund Status,Live Chat,1.1,,"I want to return this item, it doesn't fit as expected."
TIX103169,CUST000938,2026-04-16,Account Access,Live Chat,0.9,4.0,Can you tell me the warranty period on this product?
TIX103170,CUST002995,2026-04-21,Billing Issue,Email,27.1,3.0,"I was charged twice for order ORD108614, please refund the duplicate charge."
TIX103171,CUST003506,2025-08-10,Delivery Delay,Live Chat,0.1,,"I want to return this item, it doesn't fit as expected."
TIX103172,CUST005782,2024-09-05,Return Request,Phone,6.1,3.0,"I was charged twice for order ORD121891, please refund the duplicate charge."
TIX103173,CUST005031,2024-11-08,Refund Status,Live Chat,54.4,2.0,"Wrong item was shipped to me, I ordered a different color."
TIX103174,CUST000473,2025-03-27,Delivery Delay,Email,28.9,,Can you tell me the warranty period on this product?
TIX103175,CUST005396,2025-12-09,Billing Issue,Email,13.2,4.0,My order ORD105517 still hasn't arrived and it's been over a week.
TIX103176,CUST002543,2025-07-09,Wrong Item Shipped,Email,24.4,2.0,"I was charged twice for order ORD119263, please refund the duplicate charge."
TIX103177,CUST005193,2025-06-15,Damaged Item,Social Media,51.8,5.0,"Great service, just wanted to confirm my order status."
TIX103178,CUST005844,2025-10-26,Refund Status,Phone,50.6,3.0,"The item I received was damaged during shipping, need a replacement."
TIX103179,CUST000496,2025-02-14,Refund Status,Email,10.6,3.0,"I want to return this item, it doesn't fit as expected."
TIX103180,CUST004599,2024-11-17,Damaged Item,Social Media,7.0,4.0,My order ORD106473 still hasn't arrived and it's been over a week.
TIX103181,CUST000928,2025-01-30,Delivery Delay,Email,24.8,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103182,CUST000464,2025-10-08,Account Access,Email,9.5,1.0,"I can't log into my account, it says my password is invalid."
TIX103183,CUST004989,2025-04-29,Wrong Item Shipped,Social Media,3.0,2.0,"I want to return this item, it doesn't fit as expected."
TIX103184,CUST000088,2026-03-03,Delivery Delay,Phone,3.9,1.0,  the delivery guy left my package outside in the rain!!  
TIX103185,CUST001216,2026-03-04,Delivery Delay,Phone,14.1,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX103186,CUST000306,2025-12-06,Refund Status,Phone,12.8,1.0,"I can't log into my account, it says my password is invalid."
TIX103187,CUST000706,2024-10-11,Billing Issue,Live Chat,11.2,5.0,When will my refund for the returned item be processed?
TIX103188,CUST001515,2024-10-30,Account Access,Social Media,8.3,5.0,  the delivery guy left my package outside in the rain!!  
TIX103189,CUST002531,2025-08-13,Product Question,Phone,7.1,5.0,"I want to return this item, it doesn't fit as expected."
TIX103190,CUST001628,2025-08-29,Return Request,Phone,3.8,,When will my refund for the returned item be processed?
TIX103191,CUST000800,2025-10-22,Billing Issue,Phone,20.6,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103192,CUST003724,2025-03-23,Product Question,Social Media,12.6,,"Wrong item was shipped to me, I ordered a different color."
TIX103193,CUST004468,2025-10-14,Wrong Item Shipped,Live Chat,8.3,4.0,When will my refund for the returned item be processed?
TIX103194,CUST001566,2024-09-24,Wrong Item Shipped,Phone,27.0,5.0,Can you tell me the warranty period on this product?
TIX103195,CUST002350,2025-11-12,Delivery Delay,Phone,18.0,1.0,"I want to return this item, it doesn't fit as expected."
TIX103196,CUST003440,2025-11-10,Wrong Item Shipped,Phone,25.4,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103197,CUST001336,2025-09-27,Refund Status,Phone,18.6,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103198,CUST003011,2024-12-10,Delivery Delay,Phone,17.7,1.0,When will my refund for the returned item be processed?
TIX103199,CUST004797,2025-09-09,Refund Status,Phone,9.6,3.0,"The item I received was damaged during shipping, need a replacement."
TIX103200,CUST001410,2025-03-15,Refund Status,Live Chat,5.9,,"Great service, just wanted to confirm my order status."
TIX103201,CUST002168,2025-06-20,Wrong Item Shipped,Live Chat,4.7,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX103202,CUST003251,2025-08-31,Account Access,Social Media,41.2,5.0,"Great service, just wanted to confirm my order status."
TIX103203,CUST005421,2024-12-11,Refund Status,Live Chat,4.0,3.0,"I want to return this item, it doesn't fit as expected."
TIX103204,CUST001020,2025-05-21,Refund Status,Phone,20.1,5.0,"I was charged twice for order ORD100689, please refund the duplicate charge."
TIX103205,CUST005499,2026-04-26,Product Question,Email,3.8,3.0,"I was charged twice for order ORD127824, please refund the duplicate charge."
TIX103206,CUST004286,2026-06-02,Damaged Item,Email,50.3,5.0,"I was charged twice for order ORD120653, please refund the duplicate charge."
TIX103207,CUST001957,2026-04-30,Account Access,Live Chat,3.9,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103208,CUST003482,2026-05-30,Delivery Delay,Live Chat,34.7,4.0,When will my refund for the returned item be processed?
TIX103209,CUST004946,2025-11-11,Billing Issue,Social Media,49.2,5.0,"I want to return this item, it doesn't fit as expected."
TIX103210,CUST003650,2026-03-23,Damaged Item,Email,4.2,3.0,  the delivery guy left my package outside in the rain!!  
TIX103211,CUST001536,2026-06-13,Return Request,Phone,39.3,2.0,"I was charged twice for order ORD104007, please refund the duplicate charge."
TIX103212,CUST000892,2025-01-05,Refund Status,Social Media,2.1,,"I was charged twice for order ORD119255, please refund the duplicate charge."
TIX103213,CUST001486,2025-02-02,Product Question,Social Media,21.7,,"I want to return this item, it doesn't fit as expected."
TIX103214,CUST002866,2025-03-11,Product Question,Social Media,12.7,4.0,"Great service, just wanted to confirm my order status."
TIX103215,CUST002983,2025-01-28,Wrong Item Shipped,Email,58.4,3.0,"The item I received was damaged during shipping, need a replacement."
TIX103216,CUST001695,2025-03-05,Delivery Delay,Email,11.8,5.0,  the delivery guy left my package outside in the rain!!  
TIX103217,CUST004109,2025-10-25,Product Question,Live Chat,1.3,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103218,CUST003613,2024-12-07,Delivery Delay,Live Chat,2.4,4.0,Can you tell me the warranty period on this product?
TIX103219,CUST000705,2025-05-08,Return Request,Live Chat,7.0,3.0,My order ORD113497 still hasn't arrived and it's been over a week.
TIX103220,CUST001568,2026-03-21,Product Question,Live Chat,11.4,4.0,Can you tell me the warranty period on this product?
TIX103221,CUST001272,2024-09-27,Return Request,Email,57.0,5.0,When will my refund for the returned item be processed?
TIX103222,CUST001988,2026-06-30,Product Question,Phone,11.9,2.0,Can you tell me the warranty period on this product?
TIX103223,CUST003862,2025-02-12,Delivery Delay,Email,47.9,3.0,When will my refund for the returned item be processed?
TIX103224,CUST001523,2024-09-08,Wrong Item Shipped,Phone,44.0,2.0,"Great service, just wanted to confirm my order status."
TIX103225,CUST005817,2024-09-04,Wrong Item Shipped,Phone,3.3,,"Wrong item was shipped to me, I ordered a different color."
TIX103226,CUST004936,2024-09-11,Product Question,Live Chat,45.3,4.0,"I can't log into my account, it says my password is invalid."
TIX103227,CUST001563,2025-05-26,Billing Issue,Email,5.3,3.0,"I can't log into my account, it says my password is invalid."
TIX103228,CUST002481,2024-09-27,Return Request,Live Chat,32.6,,"I can't log into my account, it says my password is invalid."
TIX103229,CUST002939,2024-12-02,Return Request,Phone,66.6,5.0,"I was charged twice for order ORD112450, please refund the duplicate charge."
TIX103230,CUST003665,2025-05-06,Return Request,Phone,1.3,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX103231,CUST000622,2025-03-02,Product Question,Live Chat,20.6,5.0,"I can't log into my account, it says my password is invalid."
TIX103232,CUST000200,2026-06-02,Refund Status,Phone,10.0,3.0,"I was charged twice for order ORD112005, please refund the duplicate charge."
TIX103233,CUST002123,2025-06-29,Delivery Delay,Email,10.9,,"Wrong item was shipped to me, I ordered a different color."
TIX103234,CUST000627,2025-03-25,Product Question,Phone,14.7,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103235,CUST000739,2025-03-11,Refund Status,Phone,52.4,5.0,My order ORD118181 still hasn't arrived and it's been over a week.
TIX103236,CUST001883,2024-10-23,Refund Status,Phone,18.0,5.0,"Great service, just wanted to confirm my order status."
TIX103237,CUST005790,2026-06-28,Delivery Delay,Phone,86.5,5.0,"I want to return this item, it doesn't fit as expected."
TIX103238,CUST001246,2024-12-24,Refund Status,Social Media,60.5,3.0,"Wrong item was shipped to me, I ordered a different color."
TIX103239,CUST000650,2026-03-19,Billing Issue,Phone,34.9,5.0,When will my refund for the returned item be processed?
TIX103240,CUST003150,2025-04-30,Billing Issue,Phone,21.6,3.0,"Great service, just wanted to confirm my order status."
TIX103241,CUST002097,2025-03-11,Refund Status,Live Chat,4.7,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103242,CUST004555,2024-10-05,Product Question,Email,15.3,4.0,"I can't log into my account, it says my password is invalid."
TIX103243,CUST003602,2026-03-11,Delivery Delay,Live Chat,4.8,4.0,"I want to return this item, it doesn't fit as expected."
TIX103244,CUST005512,2025-12-28,Return Request,Phone,55.5,4.0,"Wrong item was shipped to me, I ordered a different color."
TIX103245,CUST005084,2025-08-19,Return Request,Live Chat,57.4,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103246,CUST000231,2024-10-13,Delivery Delay,Social Media,7.3,3.0,  the delivery guy left my package outside in the rain!!  
TIX103247,CUST005493,2025-07-10,Account Access,Live Chat,0.9,5.0,  the delivery guy left my package outside in the rain!!  
TIX103248,CUST000371,2025-07-10,Delivery Delay,Social Media,31.7,4.0,"I was charged twice for order ORD106272, please refund the duplicate charge."
TIX103249,CUST000434,2025-08-19,Delivery Delay,Social Media,7.8,4.0,Can you tell me the warranty period on this product?
TIX103250,CUST003039,2025-05-21,Account Access,Live Chat,6.9,,"I was charged twice for order ORD109750, please refund the duplicate charge."
TIX103251,CUST000486,2025-04-29,Account Access,Phone,15.6,4.0,Can you tell me the warranty period on this product?
TIX103252,CUST004678,2026-05-19,Damaged Item,Phone,0.0,3.0,  the delivery guy left my package outside in the rain!!  
TIX103253,CUST003472,2025-12-20,Wrong Item Shipped,Email,8.5,2.0,"I was charged twice for order ORD125728, please refund the duplicate charge."
TIX103254,CUST002303,2026-02-10,Billing Issue,Live Chat,9.7,5.0,"I want to return this item, it doesn't fit as expected."
TIX103255,CUST000503,2025-02-19,Billing Issue,Live Chat,63.6,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103256,CUST004105,2026-01-14,Damaged Item,Email,3.1,4.0,My order ORD109775 still hasn't arrived and it's been over a week.
TIX103257,CUST003592,2025-12-22,Account Access,Phone,2.9,5.0,When will my refund for the returned item be processed?
TIX103258,CUST001169,2024-09-19,Refund Status,Social Media,17.4,5.0,"I can't log into my account, it says my password is invalid."
TIX103259,CUST002507,2026-03-18,Account Access,Phone,1.5,4.0,My order ORD116558 still hasn't arrived and it's been over a week.
TIX103260,CUST004567,2025-06-18,Return Request,Social Media,17.5,2.0,"Great service, just wanted to confirm my order status."
TIX103261,CUST000440,2025-02-20,Wrong Item Shipped,Live Chat,9.4,,"Great service, just wanted to confirm my order status."
TIX103262,CUST001417,2025-12-31,Delivery Delay,Phone,0.0,,"I can't log into my account, it says my password is invalid."
TIX103263,CUST001520,2025-07-16,Wrong Item Shipped,Phone,10.5,4.0,"Great service, just wanted to confirm my order status."
TIX103264,CUST002950,2024-12-09,Return Request,Email,24.2,,My order ORD124691 still hasn't arrived and it's been over a week.
TIX103265,CUST003005,2026-01-28,Return Request,Live Chat,2.6,3.0,"Great service, just wanted to confirm my order status."
TIX103266,CUST004376,2026-04-18,Product Question,Live Chat,3.7,4.0,  the delivery guy left my package outside in the rain!!  
TIX103267,CUST000200,2026-03-18,Refund Status,Email,4.8,3.0,"Great service, just wanted to confirm my order status."
TIX103268,CUST004868,2026-06-26,Delivery Delay,Phone,8.9,4.0,"I can't log into my account, it says my password is invalid."
TIX103269,CUST001481,2025-06-28,Account Access,Live Chat,53.6,2.0,  the delivery guy left my package outside in the rain!!  
TIX103270,CUST000676,2025-10-25,Delivery Delay,Phone,1.3,4.0,My order ORD116221 still hasn't arrived and it's been over a week.
TIX103271,CUST005223,2025-07-15,Wrong Item Shipped,Phone,31.0,5.0,"Great service, just wanted to confirm my order status."
TIX103272,CUST001169,2024-12-19,Delivery Delay,Phone,29.0,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103273,CUST002726,2024-11-19,Refund Status,Social Media,11.3,5.0,"Great service, just wanted to confirm my order status."
TIX103274,CUST003153,2025-01-07,Damaged Item,Social Media,2.6,2.0,"The item I received was damaged during shipping, need a replacement."
TIX103275,CUST003220,2026-05-22,Billing Issue,Phone,17.0,5.0,My order ORD103524 still hasn't arrived and it's been over a week.
TIX103276,CUST002327,2025-09-21,Billing Issue,Email,23.1,,"The item I received was damaged during shipping, need a replacement."
TIX103277,CUST001294,2024-09-09,Product Question,Live Chat,3.0,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103278,CUST001671,2026-02-04,Billing Issue,Social Media,21.6,3.0,"The item I received was damaged during shipping, need a replacement."
TIX103279,CUST000089,2025-04-25,Billing Issue,Phone,45.6,,"I want to return this item, it doesn't fit as expected."
TIX103280,CUST001812,2026-06-08,Delivery Delay,Social Media,3.8,5.0,"Great service, just wanted to confirm my order status."
TIX103281,CUST003507,2025-11-23,Billing Issue,Social Media,2.4,5.0,"I was charged twice for order ORD118662, please refund the duplicate charge."
TIX103282,CUST005265,2025-12-15,Refund Status,Live Chat,19.8,5.0,"I was charged twice for order ORD124811, please refund the duplicate charge."
TIX103283,CUST003448,2025-04-19,Damaged Item,Social Media,11.8,3.0,When will my refund for the returned item be processed?
TIX103284,CUST004735,2025-12-30,Product Question,Live Chat,34.6,4.0,"I was charged twice for order ORD118253, please refund the duplicate charge."
TIX103285,CUST002853,2026-06-22,Return Request,Social Media,13.1,1.0,"I want to return this item, it doesn't fit as expected."
TIX103286,CUST005010,2025-05-22,Damaged Item,Phone,31.0,3.0,Can you tell me the warranty period on this product?
TIX103287,CUST002337,2025-06-18,Account Access,Phone,9.0,4.0,"I was charged twice for order ORD104080, please refund the duplicate charge."
TIX103288,CUST004317,2026-06-26,Account Access,Phone,3.9,2.0,"I can't log into my account, it says my password is invalid."
TIX103289,CUST000645,2025-03-14,Billing Issue,Live Chat,8.5,5.0,"I want to return this item, it doesn't fit as expected."
TIX103290,CUST004046,2025-09-23,Delivery Delay,Email,8.0,3.0,My order ORD111068 still hasn't arrived and it's been over a week.
TIX103291,CUST000751,2024-09-12,Return Request,Phone,6.4,4.0,My order ORD111007 still hasn't arrived and it's been over a week.
TIX103292,CUST000290,2025-12-20,Delivery Delay,Live Chat,4.8,4.0,"The item I received was damaged during shipping, need a replacement."
TIX103293,CUST000369,2026-03-28,Refund Status,Phone,8.8,,When will my refund for the returned item be processed?
TIX103294,CUST000861,2026-06-01,Wrong Item Shipped,Phone,64.1,,"Great service, just wanted to confirm my order status."
TIX103295,CUST004597,2025-03-06,Account Access,Phone,12.2,3.0,"I want to return this item, it doesn't fit as expected."
TIX103296,CUST004736,2025-06-24,Product Question,Email,2.7,5.0,"Great service, just wanted to confirm my order status."
TIX103297,CUST003496,2025-09-30,Wrong Item Shipped,Social Media,4.8,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103298,CUST005592,2025-12-07,Return Request,Social Media,7.8,4.0,"I want to return this item, it doesn't fit as expected."
TIX103299,CUST000633,2025-11-15,Damaged Item,Social Media,3.8,1.0,  the delivery guy left my package outside in the rain!!  
TIX103300,CUST005215,2025-05-23,Refund Status,Email,24.4,4.0,"I can't log into my account, it says my password is invalid."
TIX103301,CUST000224,2026-06-12,Return Request,Email,28.1,3.0,My order ORD102507 still hasn't arrived and it's been over a week.
TIX103302,CUST001092,2025-12-12,Product Question,Social Media,29.2,4.0,Can you tell me the warranty period on this product?
TIX103303,CUST000526,2026-03-01,Damaged Item,Phone,44.5,5.0,Can you tell me the warranty period on this product?
TIX103304,CUST002188,2026-05-30,Billing Issue,Live Chat,35.2,3.0,My order ORD124006 still hasn't arrived and it's been over a week.
TIX103305,CUST000284,2025-06-04,Account Access,Live Chat,15.6,4.0,"Great service, just wanted to confirm my order status."
TIX103306,CUST004362,2025-08-27,Delivery Delay,Phone,12.5,4.0,Can you tell me the warranty period on this product?
TIX103307,CUST004085,2026-05-12,Return Request,Social Media,29.0,5.0,"Wrong item was shipped to me, I ordered a different color."
TIX103308,CUST000066,2025-06-16,Refund Status,Live Chat,60.6,4.0,"Great service, just wanted to confirm my order status."
TIX103309,CUST005131,2025-02-18,Return Request,Phone,0.6,5.0,  the delivery guy left my package outside in the rain!!  
TIX103310,CUST002765,2025-12-13,Return Request,Email,8.0,,Can you tell me the warranty period on this product?
TIX103311,CUST000472,2025-10-11,Product Question,Phone,19.8,,Can you tell me the warranty period on this product?
TIX103312,CUST002725,2025-06-30,Product Question,Phone,8.0,5.0,"The item I received was damaged during shipping, need a replacement."
TIX103313,CUST003338,2025-06-12,Account Access,Live Chat,25.9,5.0,  the delivery guy left my package outside in the rain!!  
TIX103314,CUST000472,2026-03-08,Return Request,Email,28.2,5.0,  the delivery guy left my package outside in the rain!!  
TIX103315,CUST002619,2025-06-22,Wrong Item Shipped,Phone,20.7,5.0,My order ORD101466 still hasn't arrived and it's been over a week.
TIX103316,CUST004804,2025-10-22,Return Request,Live Chat,3.1,3.0,My order ORD124257 still hasn't arrived and it's been over a week.
TIX103317,CUST000156,2025-06-17,Return Request,Email,48.5,,Can you tell me the warranty period on this product?
